post_id,timestamp,risk_level,confidence,prob_high,prob_medium,prob_low,needs_review,method
,2015-07-03,high,0.011,0.348,0.315,0.337,True,embedding
,2016-02-12,high,0.018,0.347,0.329,0.324,True,embedding
,2012-02-22,low,0.008,0.334,0.324,0.342,True,embedding
,2013-09-20,low,0.001,0.332,0.333,0.334,True,embedding
,2016-02-22,high,0.0,0.334,0.332,0.334,True,embedding
,2008-07-16,low,0.015,0.33,0.325,0.345,True,embedding
,2013-11-26,medium,0.023,0.327,0.35,0.323,True,embedding
,2016-10-28,high,0.014,0.346,0.332,0.322,True,embedding
,2011-11-23,medium,0.023,0.336,0.359,0.305,True,embedding
,2014-10-23,medium,0.009,0.333,0.342,0.326,True,embedding
,2010-01-13,medium,0.018,0.333,0.351,0.317,True,embedding
,2016-10-12,high,0.026,0.353,0.32,0.327,True,embedding
,2009-07-26,high,0.022,0.348,0.326,0.326,True,embedding
,2016-06-10,low,0.087,0.315,0.283,0.402,True,embedding
,2012-11-23,medium,0.009,0.325,0.342,0.333,True,embedding
,2013-05-14,low,0.081,0.311,0.298,0.392,True,embedding
,2017-01-01,high,0.014,0.354,0.306,0.34,True,embedding
,2016-06-18,medium,0.012,0.331,0.343,0.326,True,embedding
,2017-10-09,high,0.009,0.341,0.327,0.332,True,embedding
,2016-07-01,high,0.006,0.345,0.315,0.339,True,embedding
,2008-03-16,low,0.034,0.335,0.296,0.369,True,embedding
,2012-12-07,medium,0.011,0.332,0.343,0.325,True,embedding
,2017-01-30,medium,0.035,0.341,0.376,0.283,True,embedding
,2015-10-07,high,0.017,0.347,0.323,0.33,True,embedding
,2013-07-22,high,0.05,0.367,0.316,0.317,True,embedding
,2010-02-20,medium,0.012,0.336,0.348,0.316,True,embedding
,2011-04-05,low,0.034,0.326,0.314,0.36,True,embedding
,2015-08-29,low,0.002,0.334,0.33,0.336,True,embedding
,2009-12-16,low,0.022,0.333,0.312,0.355,True,embedding
,2012-05-23,low,0.027,0.325,0.324,0.352,True,embedding
,2015-08-19,high,0.024,0.35,0.326,0.323,True,embedding
,2009-05-14,low,0.046,0.32,0.314,0.366,True,embedding
,2013-09-29,high,0.0,0.335,0.335,0.33,True,embedding
,2008-03-04,medium,0.002,0.336,0.338,0.326,True,embedding
,2009-03-28,medium,0.018,0.318,0.35,0.332,True,embedding
,2017-01-10,high,0.007,0.341,0.334,0.326,True,embedding
,2013-03-21,medium,0.008,0.33,0.339,0.331,True,embedding
,2016-12-07,medium,0.007,0.311,0.348,0.341,True,embedding
,2010-11-19,low,0.034,0.327,0.311,0.361,True,embedding
,2013-04-02,high,0.007,0.338,0.331,0.331,True,embedding
,2009-09-11,low,0.05,0.326,0.299,0.376,True,embedding
,2016-09-29,low,0.017,0.297,0.343,0.36,True,embedding
,2015-07-06,high,0.006,0.343,0.32,0.337,True,embedding
,2016-05-31,high,0.001,0.347,0.307,0.346,True,embedding
,2013-08-21,low,0.002,0.338,0.322,0.34,True,embedding
,2012-07-07,low,0.072,0.319,0.29,0.391,True,embedding
,2017-10-02,low,0.013,0.333,0.32,0.346,True,embedding
,2016-07-12,low,0.053,0.325,0.298,0.378,True,embedding
,2008-03-04,low,0.033,0.328,0.31,0.361,True,embedding
,2009-10-28,high,0.003,0.342,0.319,0.339,True,embedding
,2016-01-31,low,0.001,0.331,0.334,0.335,True,embedding
,2009-07-01,low,0.006,0.323,0.335,0.341,True,embedding
,2008-12-18,low,0.014,0.332,0.322,0.346,True,embedding
,2011-03-06,medium,0.001,0.339,0.34,0.321,True,embedding
,2015-07-12,low,0.009,0.325,0.333,0.342,True,embedding
,2016-02-29,low,0.005,0.344,0.308,0.349,True,embedding
,2014-06-01,low,0.021,0.334,0.31,0.355,True,embedding
,2010-10-13,low,0.022,0.302,0.338,0.36,True,embedding
,2012-11-15,low,0.01,0.322,0.334,0.344,True,embedding
,2008-12-05,low,0.035,0.313,0.326,0.361,True,embedding
,2013-02-23,medium,0.001,0.331,0.335,0.334,True,embedding
,2008-12-19,medium,0.001,0.323,0.339,0.338,True,embedding
,2015-09-23,high,0.002,0.335,0.332,0.333,True,embedding
,2015-08-12,medium,0.001,0.334,0.335,0.331,True,embedding
,2010-11-16,low,0.002,0.34,0.318,0.342,True,embedding
,2011-01-12,low,0.011,0.33,0.329,0.341,True,embedding
,2015-10-12,high,0.004,0.34,0.324,0.336,True,embedding
,2016-08-25,medium,0.024,0.316,0.354,0.33,True,embedding
,2016-07-08,medium,0.034,0.312,0.361,0.327,True,embedding
,2011-05-22,medium,0.024,0.318,0.353,0.329,True,embedding
,2014-03-03,low,0.001,0.321,0.339,0.34,True,embedding
,2016-10-28,high,0.003,0.345,0.342,0.313,True,embedding
,2017-12-09,high,0.007,0.341,0.326,0.334,True,embedding
,2011-08-10,low,0.015,0.332,0.322,0.347,True,embedding
,2013-03-03,low,0.004,0.339,0.318,0.343,True,embedding
,2009-11-15,low,0.024,0.33,0.316,0.354,True,embedding
,2010-12-11,low,0.044,0.296,0.33,0.374,True,embedding
,2008-12-31,low,0.049,0.317,0.317,0.366,True,embedding
,2010-09-20,medium,0.004,0.318,0.343,0.339,True,embedding
,2011-08-26,medium,0.007,0.332,0.339,0.329,True,embedding
,2011-07-28,low,0.041,0.324,0.311,0.365,True,embedding
,2017-08-21,medium,0.018,0.336,0.354,0.31,True,embedding
,2012-03-18,high,0.004,0.336,0.332,0.332,True,embedding
,2014-06-05,medium,0.006,0.326,0.34,0.334,True,embedding
,2016-06-12,medium,0.008,0.318,0.345,0.337,True,embedding
,2011-08-06,high,0.013,0.342,0.329,0.328,True,embedding
,2016-08-14,medium,0.026,0.325,0.351,0.324,True,embedding
,2013-03-21,high,0.004,0.34,0.324,0.336,True,embedding
,2015-09-30,low,0.103,0.305,0.287,0.408,True,embedding
,2011-12-09,low,0.001,0.325,0.337,0.338,True,embedding
,2016-01-22,medium,0.023,0.33,0.353,0.317,True,embedding
,2017-05-14,medium,0.001,0.335,0.336,0.329,True,embedding
,2008-03-13,low,0.019,0.328,0.325,0.347,True,embedding
,2016-12-05,high,0.007,0.351,0.305,0.344,True,embedding
,2010-11-12,low,0.017,0.331,0.321,0.348,True,embedding
,2013-06-29,medium,0.018,0.32,0.349,0.331,True,embedding
,2008-08-02,low,0.024,0.328,0.32,0.352,True,embedding
,2013-04-10,low,0.043,0.322,0.314,0.365,True,embedding
,2016-11-28,low,0.034,0.314,0.326,0.36,True,embedding
,2016-05-13,medium,0.008,0.338,0.346,0.316,True,embedding
,2010-07-22,low,0.005,0.333,0.328,0.338,True,embedding
,2016-11-21,high,0.025,0.354,0.317,0.329,True,embedding
,2010-12-06,medium,0.004,0.326,0.339,0.335,True,embedding
,2014-06-22,low,0.009,0.331,0.329,0.34,True,embedding
,2014-12-24,medium,0.035,0.323,0.358,0.319,True,embedding
,2014-01-19,low,0.104,0.307,0.282,0.411,True,embedding
,2013-02-17,high,0.014,0.344,0.33,0.326,True,embedding
,2012-05-31,high,0.019,0.353,0.313,0.334,True,embedding
,2009-08-15,high,0.006,0.343,0.32,0.337,True,embedding
,2013-01-25,low,0.034,0.278,0.344,0.378,True,embedding
,2015-09-23,low,0.012,0.336,0.316,0.348,True,embedding
,2016-01-17,high,0.008,0.344,0.321,0.336,True,embedding
,2016-10-07,medium,0.005,0.338,0.343,0.319,True,embedding
,2016-08-04,medium,0.007,0.337,0.344,0.319,True,embedding
,2012-02-21,medium,0.019,0.331,0.35,0.319,True,embedding
,2013-07-04,medium,0.001,0.31,0.346,0.345,True,embedding
,2015-06-24,high,0.013,0.342,0.328,0.329,True,embedding
,2015-06-04,medium,0.004,0.337,0.341,0.322,True,embedding
,2015-12-02,medium,0.02,0.329,0.349,0.322,True,embedding
,2012-01-31,low,0.02,0.326,0.327,0.347,True,embedding
,2010-01-06,high,0.012,0.344,0.332,0.324,True,embedding
,2012-04-23,medium,0.01,0.337,0.347,0.315,True,embedding
,2012-06-08,medium,0.004,0.336,0.34,0.325,True,embedding
,2016-10-29,high,0.013,0.352,0.309,0.339,True,embedding
,2016-10-08,medium,0.007,0.344,0.351,0.305,True,embedding
,2013-12-20,low,0.009,0.332,0.327,0.341,True,embedding
,2017-05-04,medium,0.028,0.318,0.355,0.327,True,embedding
,2011-10-28,high,0.022,0.348,0.326,0.326,True,embedding
,2011-05-27,low,0.025,0.329,0.317,0.354,True,embedding
,2012-12-20,low,0.007,0.325,0.334,0.341,True,embedding
,2008-11-11,low,0.016,0.336,0.313,0.352,True,embedding
,2013-09-25,low,0.017,0.325,0.329,0.346,True,embedding
,2017-01-02,high,0.005,0.337,0.331,0.332,True,embedding
,2014-10-08,low,0.015,0.33,0.325,0.345,True,embedding
,2008-10-16,low,0.08,0.314,0.292,0.394,True,embedding
,2016-10-18,low,0.01,0.332,0.326,0.342,True,embedding
,2008-04-01,low,0.043,0.325,0.307,0.368,True,embedding
,2010-02-26,medium,0.018,0.34,0.358,0.302,True,embedding
,2015-06-17,high,0.005,0.343,0.32,0.338,True,embedding
,2017-11-15,high,0.003,0.341,0.338,0.321,True,embedding
,2012-06-21,high,0.002,0.335,0.332,0.333,True,embedding
,2016-07-25,high,0.015,0.348,0.319,0.333,True,embedding
,2009-03-26,medium,0.001,0.336,0.337,0.327,True,embedding
,2017-10-18,medium,0.003,0.345,0.348,0.307,True,embedding
,2016-02-06,high,0.0,0.341,0.341,0.318,True,embedding
,2010-05-07,low,0.019,0.332,0.317,0.351,True,embedding
,2015-03-28,low,0.035,0.322,0.321,0.357,True,embedding
,2016-02-20,medium,0.005,0.343,0.348,0.309,True,embedding
,2013-12-07,low,0.037,0.324,0.315,0.361,True,embedding
,2017-04-10,high,0.02,0.347,0.325,0.327,True,embedding
,2009-01-29,low,0.071,0.319,0.291,0.39,True,embedding
,2009-03-25,low,0.009,0.336,0.319,0.345,True,embedding
,2017-08-22,high,0.001,0.336,0.329,0.335,True,embedding
,2010-01-12,low,0.014,0.329,0.328,0.343,True,embedding
,2010-09-05,low,0.011,0.33,0.329,0.341,True,embedding
,2008-06-20,low,0.028,0.335,0.303,0.363,True,embedding
,2010-03-10,low,0.001,0.341,0.316,0.342,True,embedding
,2014-08-23,high,0.004,0.336,0.332,0.332,True,embedding
,2015-04-01,low,0.006,0.334,0.326,0.34,True,embedding
,2008-05-04,medium,0.02,0.325,0.348,0.328,True,embedding
,2010-09-29,medium,0.022,0.333,0.355,0.312,True,embedding
,2015-10-08,low,0.014,0.329,0.329,0.343,True,embedding
,2016-08-08,medium,0.002,0.338,0.34,0.323,True,embedding
,2016-07-18,low,0.008,0.334,0.324,0.342,True,embedding
,2013-09-29,medium,0.029,0.325,0.354,0.32,True,embedding
,2017-06-05,low,0.034,0.34,0.286,0.374,True,embedding
,2009-04-27,medium,0.0,0.304,0.348,0.348,True,embedding
,2010-07-17,low,0.017,0.33,0.323,0.347,True,embedding
,2009-08-30,medium,0.02,0.332,0.352,0.316,True,embedding
,2010-05-19,medium,0.044,0.318,0.363,0.319,True,embedding
,2008-08-27,low,0.009,0.335,0.321,0.344,True,embedding
,2011-05-13,high,0.008,0.341,0.333,0.327,True,embedding
,2012-04-23,low,0.032,0.307,0.33,0.362,True,embedding
,2015-03-24,high,0.013,0.35,0.313,0.337,True,embedding
,2012-08-07,low,0.019,0.355,0.272,0.374,True,embedding
,2017-06-26,low,0.006,0.339,0.315,0.345,True,embedding
,2017-03-02,medium,0.021,0.329,0.35,0.321,True,embedding
,2015-08-23,high,0.0,0.337,0.327,0.337,True,embedding
,2017-03-26,low,0.007,0.335,0.323,0.342,True,embedding
,2009-07-15,low,0.005,0.333,0.33,0.338,True,embedding
,2009-09-20,low,0.004,0.338,0.32,0.342,True,embedding
,2014-06-19,low,0.046,0.321,0.312,0.367,True,embedding
,2016-01-15,low,0.027,0.287,0.343,0.37,True,embedding
,2014-10-26,high,0.0,0.337,0.337,0.325,True,embedding
,2015-09-15,medium,0.018,0.333,0.351,0.316,True,embedding
,2011-03-21,low,0.011,0.33,0.33,0.341,True,embedding
,2017-08-20,high,0.004,0.337,0.331,0.333,True,embedding
,2012-08-24,low,0.004,0.336,0.324,0.34,True,embedding
,2017-04-19,medium,0.016,0.331,0.347,0.323,True,embedding
,2010-08-22,medium,0.005,0.343,0.348,0.309,True,embedding
,2016-03-30,medium,0.026,0.317,0.355,0.329,True,embedding
,2016-06-15,high,0.019,0.348,0.329,0.323,True,embedding
,2016-06-03,medium,0.021,0.329,0.35,0.321,True,embedding
,2016-04-14,high,0.002,0.335,0.332,0.333,True,embedding
,2009-08-24,low,0.053,0.327,0.293,0.38,True,embedding
,2012-07-05,low,0.002,0.332,0.333,0.335,True,embedding
,2012-10-10,low,0.055,0.327,0.292,0.382,True,embedding
,2012-07-12,low,0.001,0.339,0.32,0.34,True,embedding
,2017-07-18,high,0.001,0.339,0.338,0.324,True,embedding
,2011-03-02,medium,0.051,0.323,0.374,0.302,True,embedding
,2009-02-15,high,0.002,0.346,0.31,0.344,True,embedding
,2015-11-27,high,0.019,0.35,0.319,0.331,True,embedding
,2012-02-17,low,0.025,0.291,0.342,0.367,True,embedding
,2015-12-23,high,0.002,0.337,0.329,0.335,True,embedding
,2016-12-11,high,0.002,0.335,0.331,0.333,True,embedding
,2016-08-03,high,0.002,0.343,0.316,0.341,True,embedding
,2015-12-28,high,0.006,0.34,0.334,0.326,True,embedding
,2015-05-27,low,0.003,0.332,0.333,0.336,True,embedding
,2009-04-17,low,0.047,0.311,0.321,0.368,True,embedding
,2017-05-16,high,0.001,0.338,0.337,0.325,True,embedding
,2012-10-01,medium,0.012,0.322,0.345,0.333,True,embedding
,2011-03-21,low,0.011,0.33,0.33,0.341,True,embedding
,2017-08-29,medium,0.005,0.342,0.347,0.312,True,embedding
,2011-03-30,low,0.022,0.32,0.329,0.351,True,embedding
,2017-01-11,high,0.006,0.341,0.335,0.324,True,embedding
,2015-08-12,low,0.011,0.331,0.327,0.342,True,embedding
,2012-10-21,high,0.026,0.353,0.32,0.327,True,embedding
,2015-10-14,medium,0.016,0.335,0.351,0.315,True,embedding
,2008-12-16,medium,0.0,0.332,0.334,0.334,True,embedding
,2014-12-22,low,0.025,0.334,0.306,0.359,True,embedding
,2016-08-17,low,0.001,0.336,0.327,0.337,True,embedding
,2014-08-20,high,0.016,0.354,0.308,0.338,True,embedding
,2016-10-26,low,0.008,0.33,0.331,0.339,True,embedding
,2017-02-11,medium,0.005,0.328,0.338,0.333,True,embedding
,2015-07-05,medium,0.012,0.331,0.343,0.326,True,embedding
,2014-06-28,medium,0.016,0.322,0.347,0.331,True,embedding
,2017-03-29,medium,0.005,0.325,0.34,0.335,True,embedding
,2016-09-16,low,0.006,0.334,0.327,0.34,True,embedding
,2016-01-23,low,0.014,0.332,0.322,0.346,True,embedding
,2009-03-13,medium,0.009,0.334,0.343,0.323,True,embedding
,2015-03-01,medium,0.019,0.307,0.356,0.337,True,embedding
,2010-06-15,medium,0.015,0.347,0.362,0.29,True,embedding
,2013-07-24,medium,0.001,0.329,0.336,0.335,True,embedding
,2011-10-16,low,0.103,0.316,0.265,0.419,True,embedding
,2016-02-15,low,0.012,0.33,0.328,0.342,True,embedding
,2013-08-16,medium,0.017,0.306,0.355,0.338,True,embedding
,2015-07-28,high,0.013,0.343,0.327,0.33,True,embedding
,2011-03-08,low,0.043,0.317,0.32,0.363,True,embedding
,2016-09-09,high,0.012,0.354,0.305,0.342,True,embedding
,2013-12-11,low,0.011,0.321,0.334,0.345,True,embedding
,2015-12-07,low,0.034,0.328,0.309,0.362,True,embedding
,2014-05-16,low,0.006,0.334,0.326,0.34,True,embedding
,2016-09-03,high,0.018,0.35,0.318,0.332,True,embedding
,2016-03-31,low,0.01,0.333,0.325,0.343,True,embedding
,2016-07-08,low,0.041,0.322,0.315,0.363,True,embedding
,2012-01-11,low,0.055,0.324,0.296,0.379,True,embedding
,2015-11-20,medium,0.0,0.318,0.341,0.341,True,embedding
,2008-08-07,low,0.015,0.315,0.335,0.35,True,embedding
,2015-04-06,high,0.016,0.35,0.316,0.334,True,embedding
,2015-01-30,low,0.027,0.323,0.325,0.352,True,embedding
,2015-10-09,low,0.018,0.333,0.316,0.351,True,embedding
,2009-05-20,low,0.005,0.333,0.329,0.338,True,embedding
,2015-12-04,medium,0.009,0.338,0.347,0.315,True,embedding
,2008-04-09,low,0.017,0.329,0.325,0.346,True,embedding
,2015-04-09,medium,0.008,0.335,0.343,0.322,True,embedding
,2016-01-19,low,0.009,0.324,0.333,0.342,True,embedding
,2015-06-02,medium,0.015,0.331,0.346,0.323,True,embedding
,2017-01-22,medium,0.005,0.323,0.341,0.336,True,embedding
,2010-03-31,low,0.033,0.337,0.293,0.37,True,embedding
,2009-10-06,medium,0.0,0.306,0.347,0.347,True,embedding
,2014-03-21,medium,0.006,0.33,0.338,0.332,True,embedding
,2010-06-06,high,0.069,0.386,0.297,0.317,True,embedding
,2013-09-05,high,0.002,0.338,0.325,0.336,True,embedding
,2015-09-08,medium,0.029,0.324,0.353,0.322,True,embedding
,2017-12-04,low,0.01,0.322,0.334,0.344,True,embedding
,2017-09-19,low,0.015,0.328,0.328,0.343,True,embedding
,2017-10-09,medium,0.005,0.327,0.339,0.334,True,embedding
,2008-04-24,low,0.017,0.337,0.309,0.354,True,embedding
,2016-09-23,medium,0.019,0.329,0.348,0.323,True,embedding
,2010-05-14,low,0.003,0.333,0.331,0.336,True,embedding
,2015-02-24,medium,0.003,0.333,0.336,0.331,True,embedding
,2010-12-25,low,0.056,0.305,0.319,0.375,True,embedding
,2017-09-20,high,0.008,0.35,0.309,0.342,True,embedding
,2013-09-03,high,0.006,0.342,0.322,0.336,True,embedding
,2008-06-08,medium,0.034,0.316,0.359,0.325,True,embedding
,2014-05-19,medium,0.004,0.332,0.336,0.332,True,embedding
,2016-05-18,low,0.018,0.324,0.329,0.347,True,embedding
,2015-07-29,medium,0.014,0.341,0.355,0.305,True,embedding
,2011-02-03,low,0.017,0.317,0.333,0.35,True,embedding
,2008-10-08,low,0.012,0.33,0.327,0.342,True,embedding
,2016-06-15,high,0.018,0.349,0.32,0.331,True,embedding
,2008-09-03,high,0.0,0.348,0.303,0.348,True,embedding
,2009-10-07,low,0.002,0.332,0.333,0.335,True,embedding
,2013-05-10,low,0.017,0.344,0.295,0.361,True,embedding
,2014-01-08,high,0.001,0.34,0.32,0.339,True,embedding
,2013-04-25,low,0.016,0.286,0.349,0.365,True,embedding
,2015-08-21,medium,0.006,0.318,0.344,0.338,True,embedding
,2017-02-08,low,0.043,0.325,0.307,0.368,True,embedding
,2017-10-30,low,0.006,0.334,0.326,0.34,True,embedding
,2009-06-14,high,0.019,0.347,0.325,0.328,True,embedding
,2016-06-11,low,0.003,0.341,0.315,0.344,True,embedding
,2012-01-04,low,0.011,0.311,0.339,0.35,True,embedding
,2014-02-10,medium,0.007,0.33,0.338,0.331,True,embedding
,2011-09-07,high,0.002,0.337,0.335,0.328,True,embedding
,2012-12-20,high,0.001,0.336,0.329,0.335,True,embedding
,2010-01-22,medium,0.012,0.316,0.348,0.336,True,embedding
,2014-10-03,medium,0.015,0.33,0.345,0.325,True,embedding
,2014-10-30,medium,0.018,0.324,0.347,0.329,True,embedding
,2016-08-16,low,0.004,0.318,0.339,0.343,True,embedding
,2017-05-13,low,0.039,0.32,0.321,0.36,True,embedding
,2015-04-29,low,0.001,0.325,0.337,0.338,True,embedding
,2015-07-03,medium,0.007,0.329,0.339,0.332,True,embedding
,2012-06-29,high,0.001,0.342,0.341,0.316,True,embedding
,2008-11-06,low,0.001,0.337,0.325,0.338,True,embedding
,2017-11-09,medium,0.022,0.323,0.349,0.327,True,embedding
,2012-12-16,medium,0.002,0.33,0.336,0.334,True,embedding
,2017-10-24,medium,0.013,0.319,0.347,0.334,True,embedding
,2008-12-12,high,0.008,0.339,0.33,0.331,True,embedding
,2017-12-10,low,0.007,0.316,0.338,0.345,True,embedding
,2011-02-27,low,0.023,0.325,0.326,0.349,True,embedding
,2009-05-22,medium,0.003,0.342,0.345,0.312,True,embedding
,2014-02-27,low,0.014,0.331,0.324,0.345,True,embedding
,2009-06-12,high,0.01,0.348,0.314,0.338,True,embedding
,2014-03-13,medium,0.019,0.332,0.351,0.317,True,embedding
,2010-04-16,medium,0.007,0.331,0.338,0.331,True,embedding
,2016-05-15,medium,0.018,0.338,0.356,0.306,True,embedding
,2017-02-09,high,0.013,0.347,0.319,0.334,True,embedding
,2014-09-18,high,0.002,0.339,0.323,0.337,True,embedding
,2008-09-21,low,0.001,0.315,0.342,0.343,True,embedding
,2009-07-16,high,0.054,0.375,0.304,0.321,True,embedding
,2015-07-18,low,0.011,0.322,0.334,0.345,True,embedding
,2015-12-16,medium,0.022,0.333,0.355,0.312,True,embedding
,2016-09-30,medium,0.005,0.332,0.337,0.331,True,embedding
,2017-05-15,high,0.004,0.345,0.341,0.314,True,embedding
,2009-11-12,low,0.121,0.316,0.248,0.437,True,embedding
,2009-08-21,medium,0.01,0.33,0.34,0.33,True,embedding
,2016-02-26,low,0.001,0.334,0.331,0.335,True,embedding
,2016-02-07,medium,0.05,0.335,0.385,0.28,True,embedding
,2016-04-26,low,0.039,0.326,0.309,0.365,True,embedding
,2017-08-04,low,0.006,0.334,0.326,0.34,True,embedding
,2015-07-01,medium,0.032,0.314,0.359,0.327,True,embedding
,2015-07-19,high,0.008,0.343,0.335,0.322,True,embedding
,2011-04-14,high,0.0,0.338,0.338,0.324,True,embedding
,2016-01-13,high,0.023,0.358,0.307,0.335,True,embedding
,2014-08-12,medium,0.014,0.33,0.344,0.326,True,embedding
,2011-03-20,low,0.016,0.328,0.328,0.344,True,embedding
,2012-09-29,medium,0.003,0.334,0.337,0.329,True,embedding
,2008-06-10,high,0.009,0.341,0.332,0.326,True,embedding
,2015-08-29,high,0.018,0.349,0.32,0.331,True,embedding
,2008-06-06,medium,0.044,0.329,0.373,0.298,True,embedding
,2008-05-13,high,0.013,0.35,0.313,0.337,True,embedding
,2012-06-16,high,0.018,0.352,0.334,0.314,True,embedding
,2017-04-30,high,0.027,0.355,0.317,0.328,True,embedding
,2016-03-14,low,0.038,0.322,0.318,0.36,True,embedding
,2010-08-02,medium,0.016,0.321,0.348,0.332,True,embedding
,2015-10-21,high,0.017,0.346,0.326,0.329,True,embedding
,2009-12-17,medium,0.017,0.329,0.346,0.325,True,embedding
,2015-12-31,medium,0.04,0.318,0.361,0.321,True,embedding
,2012-04-04,high,0.004,0.339,0.335,0.326,True,embedding
,2017-11-08,high,0.0,0.343,0.314,0.343,True,embedding
,2016-03-12,medium,0.007,0.334,0.341,0.324,True,embedding
,2016-02-04,high,0.01,0.347,0.337,0.315,True,embedding
,2009-03-21,high,0.0,0.337,0.337,0.326,True,embedding
,2016-04-07,high,0.007,0.341,0.334,0.325,True,embedding
,2012-07-14,high,0.001,0.341,0.318,0.34,True,embedding
,2013-06-24,medium,0.002,0.324,0.339,0.337,True,embedding
,2013-03-21,low,0.022,0.331,0.316,0.353,True,embedding
,2016-10-04,high,0.014,0.344,0.325,0.33,True,embedding
,2016-03-06,medium,0.001,0.325,0.338,0.337,True,embedding
,2008-12-04,high,0.001,0.334,0.333,0.333,True,embedding
,2010-12-28,high,0.019,0.347,0.325,0.328,True,embedding
,2012-01-25,high,0.023,0.351,0.321,0.328,True,embedding
,2016-09-30,medium,0.016,0.339,0.355,0.305,True,embedding
,2013-07-15,high,0.0,0.334,0.334,0.332,True,embedding
,2015-12-05,medium,0.039,0.321,0.36,0.32,True,embedding
,2016-09-06,high,0.009,0.343,0.334,0.323,True,embedding
,2009-05-03,low,0.007,0.342,0.309,0.349,True,embedding
,2016-12-11,medium,0.023,0.326,0.349,0.325,True,embedding
,2016-01-26,medium,0.013,0.348,0.361,0.292,True,embedding
,2017-02-15,low,0.021,0.329,0.321,0.35,True,embedding
,2015-02-10,low,0.007,0.333,0.326,0.34,True,embedding
,2008-05-03,medium,0.014,0.329,0.343,0.328,True,embedding
,2013-09-25,low,0.004,0.312,0.342,0.346,True,embedding
,2013-04-26,medium,0.017,0.329,0.346,0.325,True,embedding
,2009-10-22,low,0.004,0.328,0.334,0.338,True,embedding
,2011-02-20,high,0.005,0.337,0.332,0.331,True,embedding
,2017-04-18,low,0.001,0.331,0.334,0.335,True,embedding
,2016-01-24,high,0.004,0.337,0.333,0.331,True,embedding
,2009-11-30,high,0.016,0.348,0.319,0.332,True,embedding
,2009-04-24,low,0.006,0.328,0.333,0.339,True,embedding
,2014-01-23,medium,0.017,0.329,0.346,0.325,True,embedding
,2014-04-29,low,0.034,0.318,0.324,0.358,True,embedding
,2010-05-21,low,0.006,0.336,0.323,0.342,True,embedding
,2015-09-04,high,0.029,0.361,0.306,0.332,True,embedding
,2009-11-10,low,0.004,0.324,0.336,0.34,True,embedding
,2012-01-25,high,0.002,0.344,0.342,0.314,True,embedding
,2009-11-14,high,0.0,0.334,0.334,0.332,True,embedding
,2015-11-09,medium,0.021,0.326,0.348,0.327,True,embedding
,2010-10-13,low,0.006,0.327,0.333,0.339,True,embedding
,2015-08-25,high,0.002,0.339,0.337,0.324,True,embedding
,2008-10-16,low,0.089,0.334,0.243,0.423,True,embedding
,2016-06-28,high,0.064,0.378,0.308,0.314,True,embedding
,2013-03-26,high,0.012,0.346,0.334,0.32,True,embedding
,2013-04-01,high,0.0,0.334,0.332,0.334,True,embedding
,2013-02-12,medium,0.018,0.323,0.348,0.33,True,embedding
,2009-10-11,low,0.022,0.335,0.308,0.357,True,embedding
,2013-10-25,high,0.005,0.338,0.33,0.333,True,embedding
,2013-06-08,medium,0.012,0.331,0.343,0.326,True,embedding
,2014-08-08,high,0.002,0.337,0.328,0.335,True,embedding
,2013-03-31,low,0.007,0.314,0.34,0.347,True,embedding
,2009-12-07,high,0.03,0.355,0.32,0.325,True,embedding
,2015-12-11,medium,0.005,0.343,0.348,0.309,True,embedding
,2015-03-10,low,0.016,0.326,0.329,0.345,True,embedding
,2015-12-15,medium,0.01,0.33,0.34,0.33,True,embedding
,2013-04-09,high,0.01,0.341,0.329,0.331,True,embedding
,2016-03-05,low,0.014,0.326,0.33,0.344,True,embedding
,2017-10-06,medium,0.011,0.327,0.342,0.331,True,embedding
,2009-03-26,low,0.015,0.33,0.325,0.345,True,embedding
,2016-05-02,low,0.001,0.339,0.321,0.34,True,embedding
,2017-01-23,high,0.017,0.346,0.324,0.329,True,embedding
,2012-12-15,low,0.001,0.328,0.336,0.337,True,embedding
,2017-09-02,low,0.066,0.318,0.298,0.384,True,embedding
,2014-11-13,low,0.011,0.329,0.33,0.341,True,embedding
,2016-01-05,medium,0.013,0.335,0.348,0.317,True,embedding
,2017-06-08,high,0.008,0.355,0.347,0.298,True,embedding
,2008-11-02,low,0.026,0.327,0.319,0.353,True,embedding
,2013-03-28,medium,0.08,0.311,0.391,0.298,True,embedding
,2012-10-15,medium,0.0,0.326,0.337,0.337,True,embedding
,2009-08-19,high,0.005,0.343,0.319,0.338,True,embedding
,2012-04-15,medium,0.023,0.317,0.353,0.33,True,embedding
,2015-02-05,low,0.013,0.339,0.309,0.352,True,embedding
,2016-02-19,high,0.007,0.343,0.321,0.336,True,embedding
,2010-12-20,high,0.002,0.339,0.324,0.337,True,embedding
,2012-01-11,low,0.012,0.334,0.319,0.346,True,embedding
,2016-09-01,low,0.011,0.319,0.335,0.346,True,embedding
,2014-06-21,low,0.021,0.321,0.329,0.35,True,embedding
,2016-04-15,high,0.007,0.343,0.336,0.321,True,embedding
,2012-07-24,medium,0.005,0.318,0.343,0.338,True,embedding
,2009-11-02,low,0.044,0.328,0.299,0.372,True,embedding
,2016-01-12,high,0.02,0.348,0.324,0.328,True,embedding
,2011-06-05,high,0.003,0.336,0.333,0.331,True,embedding
,2016-01-16,medium,0.011,0.333,0.344,0.323,True,embedding
