post_id,rule_risk_level,embedding_risk_level,llm_risk_level,final_risk_level,ensemble_confidence,method_agreement,sources_used
20967,low,medium,,medium,0.002,False,embedding+rule
20968,low,medium,,medium,0.003,False,embedding+rule
20969,low,medium,,medium,0.026,False,embedding+rule
20970,low,high,,medium,0.059,False,embedding+rule
20971,low,high,,medium,0.147,False,embedding+rule
20972,low,high,,medium,0.002,False,embedding+rule
20973,low,medium,,medium,0.004,False,embedding+rule
20974,medium,high,,high,0.157,False,embedding+rule
20975,low,high,,medium,0.148,False,embedding+rule
20976,low,medium,,medium,0.004,False,embedding+rule
20977,low,medium,,medium,0.004,False,embedding+rule
20978,low,low,,low,0.012,True,embedding+rule
20979,low,low,,low,0.144,True,embedding+rule
20980,low,medium,,medium,0.001,False,embedding+rule
20981,low,low,,low,0.016,True,embedding+rule
20982,low,medium,,medium,0.013,False,embedding+rule
20983,medium,high,,high,0.256,False,embedding+rule
20984,high,high,,high,0.341,True,embedding+rule
20985,low,medium,,medium,0.007,False,embedding+rule
20986,low,low,,low,0.14,True,embedding+rule
20987,low,low,,low,0.012,True,embedding+rule
20988,low,low,,low,0.003,True,embedding+rule
20989,low,medium,,medium,0.006,False,embedding+rule
20990,low,high,,medium,0.007,False,embedding+rule
20991,low,low,,low,0.002,True,embedding+rule
20992,low,low,,low,0.011,True,embedding+rule
20993,low,medium,,medium,0.004,False,embedding+rule
20994,low,low,,low,0.036,True,embedding+rule
20995,low,low,,low,0.006,True,embedding+rule
20996,low,medium,,medium,0.114,False,embedding+rule
20997,low,low,,low,0.139,True,embedding+rule
20998,low,low,,low,0.003,True,embedding+rule
20999,low,medium,,medium,0.035,False,embedding+rule
21000,medium,medium,,medium,0.208,True,embedding+rule
21001,low,low,,low,0.025,True,embedding+rule
21002,low,high,,medium,0.106,False,embedding+rule
21003,low,high,,medium,0.003,False,embedding+rule
21004,low,high,,medium,0.002,False,embedding+rule
21005,low,low,,low,0.009,True,embedding+rule
21006,low,low,,low,0.006,True,embedding+rule
21007,low,medium,,medium,0.011,False,embedding+rule
21008,low,low,,low,0.002,True,embedding+rule
21009,low,high,,medium,0.009,False,embedding+rule
21010,low,high,,medium,0.003,False,embedding+rule
21011,low,low,,low,0.013,True,embedding+rule
21012,low,medium,,medium,0.035,False,embedding+rule
21013,high,high,,high,0.182,True,embedding+rule
21014,low,medium,,medium,0.01,False,embedding+rule
21015,low,low,,low,0.005,True,embedding+rule
21016,low,low,,low,0.004,True,embedding+rule
21017,low,low,,low,0.004,True,embedding+rule
21018,low,low,,low,0.077,True,embedding+rule
21019,medium,high,,high,0.167,False,embedding+rule
21020,low,high,,medium,0.005,False,embedding+rule
21021,low,medium,,medium,0.003,False,embedding+rule
21022,low,high,,medium,0.002,False,embedding+rule
21023,low,low,,low,0.003,True,embedding+rule
21024,medium,medium,,medium,0.229,True,embedding+rule
21025,low,low,,low,0.004,True,embedding+rule
21026,low,low,,low,0.011,True,embedding+rule
21027,low,high,,medium,0.007,False,embedding+rule
21028,low,medium,,medium,0.031,False,embedding+rule
21029,low,low,,low,0.008,True,embedding+rule
21030,low,low,,low,0.142,True,embedding+rule
21031,low,high,,medium,0.008,False,embedding+rule
21032,low,medium,,medium,0.0,False,embedding+rule
21033,low,medium,,medium,0.01,False,embedding+rule
21034,medium,medium,,medium,0.181,True,embedding+rule
21035,low,low,,low,0.004,True,embedding+rule
21036,low,medium,,medium,0.009,False,embedding+rule
21037,low,medium,,medium,0.005,False,embedding+rule
21038,low,high,,medium,0.006,False,embedding+rule
21039,low,medium,,medium,0.013,False,embedding+rule
21040,low,medium,,medium,0.004,False,embedding+rule
21041,low,low,,low,0.128,True,embedding+rule
21042,low,high,,medium,0.027,False,embedding+rule
21043,low,low,,low,0.004,True,embedding+rule
21044,low,high,,medium,0.069,False,embedding+rule
21045,low,high,,medium,0.007,False,embedding+rule
21046,low,low,,low,0.007,True,embedding+rule
21047,low,medium,,medium,0.089,False,embedding+rule
21048,low,low,,low,0.003,True,embedding+rule
21049,low,low,,low,0.046,True,embedding+rule
21050,low,high,,medium,0.003,False,embedding+rule
21051,low,medium,,medium,0.031,False,embedding+rule
21052,low,low,,low,0.005,True,embedding+rule
21053,medium,medium,,medium,0.171,True,embedding+rule
21054,low,low,,low,0.141,True,embedding+rule
21055,low,high,,medium,0.001,False,embedding+rule
21056,low,low,,low,0.032,True,embedding+rule
21057,low,high,,medium,0.042,False,embedding+rule
21058,low,medium,,medium,0.009,False,embedding+rule
21059,low,low,,low,0.018,True,embedding+rule
21060,medium,medium,,medium,0.228,True,embedding+rule
21061,low,medium,,medium,0.002,False,embedding+rule
21062,low,medium,,medium,0.148,False,embedding+rule
21063,low,low,,low,0.013,True,embedding+rule
21064,low,high,,medium,0.005,False,embedding+rule
21065,low,low,,low,0.001,True,embedding+rule
21066,low,high,,medium,0.029,False,embedding+rule
21067,high,high,,high,0.283,True,embedding+rule
21068,medium,medium,,medium,0.21,True,embedding+rule
21069,medium,low,,low,0.218,False,embedding+rule
21070,low,medium,,medium,0.152,False,embedding+rule
21071,low,high,,medium,0.024,False,embedding+rule
21072,low,high,,medium,0.152,False,embedding+rule
21073,low,medium,,medium,0.004,False,embedding+rule
21074,low,high,,medium,0.149,False,embedding+rule
21075,high,low,,medium,0.297,False,embedding+rule
21076,low,low,,low,0.001,True,embedding+rule
21077,low,medium,,medium,0.028,False,embedding+rule
21078,low,low,,low,0.061,True,embedding+rule
21079,low,medium,,medium,0.035,False,embedding+rule
21080,low,medium,,medium,0.0,False,embedding+rule
21081,low,low,,low,0.006,True,embedding+rule
21082,medium,medium,,medium,0.198,True,embedding+rule
21083,low,high,,medium,0.0,False,embedding+rule
21084,low,high,,medium,0.003,False,embedding+rule
21085,low,low,,low,0.001,True,embedding+rule
21086,low,low,,low,0.004,True,embedding+rule
21087,low,low,,low,0.036,True,embedding+rule
21088,medium,high,,high,0.162,False,embedding+rule
21089,low,high,,medium,0.155,False,embedding+rule
21090,low,medium,,medium,0.002,False,embedding+rule
21091,low,medium,,medium,0.11,False,embedding+rule
21092,low,low,,low,0.033,True,embedding+rule
21093,low,low,,low,0.067,True,embedding+rule
21094,low,high,,medium,0.007,False,embedding+rule
21095,low,high,,medium,0.141,False,embedding+rule
21096,low,medium,,medium,0.016,False,embedding+rule
21097,low,medium,,medium,0.013,False,embedding+rule
21098,low,low,,low,0.015,True,embedding+rule
21099,medium,medium,,medium,0.17,True,embedding+rule
21100,low,low,,low,0.009,True,embedding+rule
21101,low,medium,,medium,0.011,False,embedding+rule
21102,low,high,,medium,0.036,False,embedding+rule
21103,low,low,,low,0.055,True,embedding+rule
21104,low,low,,low,0.159,True,embedding+rule
21105,low,high,,medium,0.004,False,embedding+rule
21106,medium,medium,,medium,0.267,True,embedding+rule
21107,low,medium,,medium,0.117,False,embedding+rule
21108,low,high,,medium,0.006,False,embedding+rule
21109,low,medium,,medium,0.12,False,embedding+rule
21110,low,low,,low,0.002,True,embedding+rule
21111,low,low,,low,0.002,True,embedding+rule
21112,low,low,,low,0.044,True,embedding+rule
21113,low,medium,,medium,0.005,False,embedding+rule
21114,low,low,,low,0.022,True,embedding+rule
21115,low,low,,low,0.005,True,embedding+rule
21116,low,low,,low,0.005,True,embedding+rule
21117,low,high,,medium,0.006,False,embedding+rule
21118,low,medium,,medium,0.004,False,embedding+rule
21119,low,low,,low,0.021,True,embedding+rule
21120,low,high,,medium,0.007,False,embedding+rule
21121,low,low,,low,0.001,True,embedding+rule
21122,low,low,,low,0.003,True,embedding+rule
21123,low,low,,low,0.001,True,embedding+rule
21124,medium,high,,high,0.189,False,embedding+rule
21125,low,medium,,medium,0.009,False,embedding+rule
21126,low,low,,low,0.025,True,embedding+rule
21127,low,low,,low,0.13,True,embedding+rule
21128,low,low,,low,0.161,True,embedding+rule
21129,low,low,,low,0.005,True,embedding+rule
21130,low,high,,medium,0.04,False,embedding+rule
21131,low,medium,,medium,0.001,False,embedding+rule
21132,low,high,,medium,0.005,False,embedding+rule
21133,low,medium,,medium,0.147,False,embedding+rule
21134,low,high,,medium,0.022,False,embedding+rule
21135,low,low,,low,0.011,True,embedding+rule
21136,low,medium,,medium,0.005,False,embedding+rule
21137,medium,medium,,medium,0.175,True,embedding+rule
21138,low,medium,,medium,0.149,False,embedding+rule
21139,low,medium,,medium,0.009,False,embedding+rule
21140,low,high,,medium,0.031,False,embedding+rule
21141,low,low,,low,0.021,True,embedding+rule
21142,low,medium,,medium,0.029,False,embedding+rule
21143,low,medium,,medium,0.006,False,embedding+rule
21144,low,low,,low,0.013,True,embedding+rule
21145,low,medium,,medium,0.08,False,embedding+rule
21146,low,low,,low,0.115,True,embedding+rule
21147,low,low,,low,0.006,True,embedding+rule
21148,low,high,,medium,0.003,False,embedding+rule
21149,low,high,,medium,0.004,False,embedding+rule
21150,low,low,,low,0.005,True,embedding+rule
21151,low,low,,low,0.01,True,embedding+rule
21152,low,medium,,medium,0.149,False,embedding+rule
21153,low,high,,medium,0.026,False,embedding+rule
21154,low,high,,medium,0.161,False,embedding+rule
21155,medium,medium,,medium,0.197,True,embedding+rule
21156,low,low,,low,0.005,True,embedding+rule
21157,low,medium,,medium,0.134,False,embedding+rule
21158,low,low,,low,0.002,True,embedding+rule
21159,low,medium,,medium,0.152,False,embedding+rule
21160,low,high,,medium,0.001,False,embedding+rule
21161,low,low,,low,0.071,True,embedding+rule
21162,low,medium,,medium,0.051,False,embedding+rule
21163,low,medium,,medium,0.004,False,embedding+rule
21164,low,medium,,medium,0.008,False,embedding+rule
21165,low,high,,medium,0.006,False,embedding+rule
21166,low,high,,medium,0.005,False,embedding+rule
21167,low,low,,low,0.008,True,embedding+rule
21168,low,high,,medium,0.145,False,embedding+rule
21169,low,low,,low,0.001,True,embedding+rule
21170,low,low,,low,0.029,True,embedding+rule
21171,low,high,,medium,0.003,False,embedding+rule
21172,low,high,,medium,0.033,False,embedding+rule
21173,low,high,,medium,0.127,False,embedding+rule
21174,low,low,,low,0.116,True,embedding+rule
21175,low,low,,low,0.012,True,embedding+rule
21176,high,medium,,medium,0.2,False,embedding+rule
21177,low,medium,,medium,0.144,False,embedding+rule
21178,low,medium,,medium,0.003,False,embedding+rule
21179,low,low,,low,0.004,True,embedding+rule
21180,low,high,,medium,0.142,False,embedding+rule
21181,low,low,,low,0.008,True,embedding+rule
21182,low,low,,low,0.004,True,embedding+rule
21183,low,medium,,medium,0.022,False,embedding+rule
21184,low,medium,,medium,0.006,False,embedding+rule
21185,medium,high,,high,0.178,False,embedding+rule
21186,low,low,,low,0.031,True,embedding+rule
21187,medium,medium,,medium,0.234,True,embedding+rule
21188,low,medium,,medium,0.002,False,embedding+rule
21189,low,low,,low,0.03,True,embedding+rule
21190,low,low,,low,0.006,True,embedding+rule
21191,low,low,,low,0.014,True,embedding+rule
21192,low,medium,,medium,0.032,False,embedding+rule
21193,low,high,,medium,0.126,False,embedding+rule
21194,low,low,,low,0.128,True,embedding+rule
21195,low,high,,medium,0.035,False,embedding+rule
21196,low,low,,low,0.026,True,embedding+rule
21197,low,medium,,medium,0.009,False,embedding+rule
21198,low,medium,,medium,0.155,False,embedding+rule
21199,low,high,,medium,0.001,False,embedding+rule
21200,low,high,,medium,0.003,False,embedding+rule
21201,low,medium,,medium,0.122,False,embedding+rule
21202,low,high,,medium,0.122,False,embedding+rule
21203,low,medium,,medium,0.026,False,embedding+rule
21204,medium,medium,,medium,0.168,True,embedding+rule
21205,low,high,,medium,0.151,False,embedding+rule
21206,low,medium,,medium,0.002,False,embedding+rule
21207,low,high,,medium,0.004,False,embedding+rule
21208,low,medium,,medium,0.001,False,embedding+rule
21209,low,medium,,medium,0.005,False,embedding+rule
21210,low,high,,medium,0.005,False,embedding+rule
21211,low,low,,low,0.028,True,embedding+rule
21212,low,low,,low,0.011,True,embedding+rule
21213,low,low,,low,0.001,True,embedding+rule
21214,low,low,,low,0.009,True,embedding+rule
21215,low,medium,,medium,0.035,False,embedding+rule
21216,high,medium,,medium,0.193,False,embedding+rule
21217,low,medium,,medium,0.056,False,embedding+rule
21218,high,medium,,medium,0.323,False,embedding+rule
21219,low,low,,low,0.011,True,embedding+rule
21220,low,medium,,medium,0.013,False,embedding+rule
21221,low,low,,low,0.012,True,embedding+rule
21222,low,medium,,medium,0.009,False,embedding+rule
21223,low,medium,,medium,0.002,False,embedding+rule
21224,low,medium,,medium,0.142,False,embedding+rule
21225,low,low,,low,0.001,True,embedding+rule
21226,low,low,,low,0.013,True,embedding+rule
21227,low,high,,medium,0.115,False,embedding+rule
21228,low,low,,low,0.007,True,embedding+rule
21229,low,high,,medium,0.004,False,embedding+rule
21230,low,low,,low,0.149,True,embedding+rule
21231,low,medium,,medium,0.03,False,embedding+rule
21232,low,high,,medium,0.006,False,embedding+rule
21233,low,low,,low,0.004,True,embedding+rule
21234,low,high,,medium,0.015,False,embedding+rule
21235,low,medium,,medium,0.034,False,embedding+rule
21236,low,high,,medium,0.003,False,embedding+rule
21237,low,high,,medium,0.137,False,embedding+rule
21238,low,low,,low,0.019,True,embedding+rule
21239,low,low,,low,0.013,True,embedding+rule
21240,low,low,,low,0.005,True,embedding+rule
21241,low,low,,low,0.046,True,embedding+rule
21242,low,high,,medium,0.008,False,embedding+rule
21243,low,high,,medium,0.011,False,embedding+rule
21244,medium,low,,low,0.151,False,embedding+rule
21245,low,low,,low,0.023,True,embedding+rule
21246,low,high,,medium,0.001,False,embedding+rule
21247,low,medium,,medium,0.157,False,embedding+rule
21248,high,high,,high,0.321,True,embedding+rule
21249,low,high,,medium,0.14,False,embedding+rule
21250,low,low,,low,0.018,True,embedding+rule
21251,low,low,,low,0.008,True,embedding+rule
21252,low,high,,medium,0.005,False,embedding+rule
21253,low,medium,,medium,0.002,False,embedding+rule
21254,low,low,,low,0.023,True,embedding+rule
21255,low,medium,,medium,0.003,False,embedding+rule
21256,low,medium,,medium,0.002,False,embedding+rule
21257,low,low,,low,0.026,True,embedding+rule
21258,low,medium,,medium,0.005,False,embedding+rule
21259,low,medium,,medium,0.01,False,embedding+rule
21260,low,high,,medium,0.158,False,embedding+rule
21261,low,low,,low,0.016,True,embedding+rule
21262,low,medium,,medium,0.001,False,embedding+rule
21263,medium,medium,,medium,0.172,True,embedding+rule
21264,low,medium,,medium,0.111,False,embedding+rule
21265,low,low,,low,0.045,True,embedding+rule
21266,low,high,,medium,0.006,False,embedding+rule
21267,low,low,,low,0.012,True,embedding+rule
21268,low,medium,,medium,0.147,False,embedding+rule
21269,low,high,,medium,0.001,False,embedding+rule
21270,low,low,,low,0.153,True,embedding+rule
21271,low,high,,medium,0.007,False,embedding+rule
21272,low,low,,low,0.012,True,embedding+rule
21273,low,low,,low,0.018,True,embedding+rule
21274,low,medium,,medium,0.139,False,embedding+rule
21275,low,low,,low,0.024,True,embedding+rule
21276,low,medium,,medium,0.128,False,embedding+rule
21277,medium,high,,high,0.181,False,embedding+rule
21278,medium,medium,,medium,0.173,True,embedding+rule
21279,low,low,,low,0.011,True,embedding+rule
21280,low,high,,medium,0.109,False,embedding+rule
21281,low,medium,,medium,0.009,False,embedding+rule
21282,low,low,,low,0.009,True,embedding+rule
21283,low,medium,,medium,0.068,False,embedding+rule
21284,low,low,,low,0.015,True,embedding+rule
21285,low,low,,low,0.015,True,embedding+rule
21286,low,low,,low,0.001,True,embedding+rule
21287,low,medium,,medium,0.001,False,embedding+rule
21288,low,high,,medium,0.001,False,embedding+rule
21289,low,medium,,medium,0.009,False,embedding+rule
21290,high,high,,high,0.19,True,embedding+rule
21291,low,medium,,medium,0.003,False,embedding+rule
21292,low,high,,medium,0.03,False,embedding+rule
21293,low,low,,low,0.013,True,embedding+rule
21294,low,low,,low,0.004,True,embedding+rule
21295,low,medium,,medium,0.006,False,embedding+rule
21296,low,low,,low,0.02,True,embedding+rule
21297,low,low,,low,0.004,True,embedding+rule
21298,low,low,,low,0.014,True,embedding+rule
21299,low,high,,medium,0.009,False,embedding+rule
21300,low,high,,medium,0.005,False,embedding+rule
21301,low,low,,low,0.013,True,embedding+rule
21302,medium,medium,,medium,0.16,True,embedding+rule
21303,medium,medium,,medium,0.16,True,embedding+rule
21304,low,high,,medium,0.011,False,embedding+rule
21305,low,low,,low,0.013,True,embedding+rule
21306,low,medium,,medium,0.155,False,embedding+rule
21307,low,high,,medium,0.067,False,embedding+rule
21308,low,high,,medium,0.044,False,embedding+rule
21309,low,medium,,medium,0.085,False,embedding+rule
21310,low,high,,medium,0.001,False,embedding+rule
21311,low,high,,medium,0.0,False,embedding+rule
21312,low,medium,,medium,0.028,False,embedding+rule
21313,low,medium,,medium,0.024,False,embedding+rule
21314,low,low,,low,0.001,True,embedding+rule
21315,low,low,,low,0.004,True,embedding+rule
21316,low,high,,medium,0.141,False,embedding+rule
21317,high,high,,high,0.278,True,embedding+rule
21318,low,low,,low,0.034,True,embedding+rule
21319,low,low,,low,0.004,True,embedding+rule
21320,high,high,,high,0.291,True,embedding+rule
21321,low,high,,medium,0.006,False,embedding+rule
21322,low,low,,low,0.011,True,embedding+rule
21323,low,low,,low,0.029,True,embedding+rule
21324,high,high,,high,0.18,True,embedding+rule
21325,low,low,,low,0.027,True,embedding+rule
21326,low,medium,,medium,0.027,False,embedding+rule
21327,low,medium,,medium,0.151,False,embedding+rule
21328,high,high,,high,0.325,True,embedding+rule
21329,low,low,,low,0.029,True,embedding+rule
21330,low,low,,low,0.002,True,embedding+rule
21331,low,high,,medium,0.002,False,embedding+rule
21332,low,high,,medium,0.001,False,embedding+rule
21333,low,high,,medium,0.132,False,embedding+rule
21334,low,low,,low,0.021,True,embedding+rule
21335,medium,medium,,medium,0.194,True,embedding+rule
21336,high,high,,high,0.198,True,embedding+rule
21337,low,low,,low,0.007,True,embedding+rule
21338,medium,high,,high,0.235,False,embedding+rule
21339,low,high,,medium,0.002,False,embedding+rule
21340,medium,medium,,medium,0.191,True,embedding+rule
21341,low,low,,low,0.005,True,embedding+rule
21342,low,medium,,medium,0.013,False,embedding+rule
21343,low,low,,low,0.004,True,embedding+rule
21344,low,high,,medium,0.152,False,embedding+rule
21345,low,low,,low,0.008,True,embedding+rule
21346,medium,high,,high,0.234,False,embedding+rule
21347,low,high,,medium,0.032,False,embedding+rule
21348,low,medium,,medium,0.112,False,embedding+rule
21349,medium,low,,low,0.17,False,embedding+rule
21350,low,low,,low,0.003,True,embedding+rule
21351,low,low,,low,0.006,True,embedding+rule
21352,low,medium,,medium,0.002,False,embedding+rule
21353,low,high,,medium,0.004,False,embedding+rule
21354,low,high,,medium,0.03,False,embedding+rule
21355,low,high,,medium,0.001,False,embedding+rule
21356,medium,medium,,medium,0.157,True,embedding+rule
21357,low,low,,low,0.126,True,embedding+rule
21358,low,high,,medium,0.004,False,embedding+rule
21359,low,low,,low,0.009,True,embedding+rule
21360,low,low,,low,0.004,True,embedding+rule
21361,low,low,,low,0.002,True,embedding+rule
21362,low,low,,low,0.002,True,embedding+rule
21363,low,medium,,medium,0.009,False,embedding+rule
21364,medium,low,,low,0.166,False,embedding+rule
21365,low,high,,medium,0.001,False,embedding+rule
21366,low,medium,,medium,0.005,False,embedding+rule
21367,low,high,,medium,0.012,False,embedding+rule
21368,low,medium,,medium,0.002,False,embedding+rule
21369,low,low,,low,0.002,True,embedding+rule
21370,low,low,,low,0.15,True,embedding+rule
21371,low,medium,,medium,0.157,False,embedding+rule
21372,low,low,,low,0.001,True,embedding+rule
21373,low,low,,low,0.009,True,embedding+rule
21374,low,low,,low,0.034,True,embedding+rule
21375,low,high,,medium,0.003,False,embedding+rule
21376,low,low,,low,0.011,True,embedding+rule
21377,low,high,,medium,0.005,False,embedding+rule
21378,low,low,,low,0.004,True,embedding+rule
21379,low,low,,low,0.002,True,embedding+rule
21380,low,high,,medium,0.005,False,embedding+rule
21381,medium,high,,high,0.179,False,embedding+rule
21382,low,high,,medium,0.011,False,embedding+rule
21383,low,high,,medium,0.0,False,embedding+rule
21384,low,low,,low,0.008,True,embedding+rule
21385,low,high,,medium,0.001,False,embedding+rule
21386,low,low,,low,0.002,True,embedding+rule
21387,low,medium,,medium,0.003,False,embedding+rule
21388,medium,medium,,medium,0.171,True,embedding+rule
21389,low,medium,,medium,0.001,False,embedding+rule
21390,low,high,,medium,0.007,False,embedding+rule
21391,low,high,,medium,0.001,False,embedding+rule
21392,low,low,,low,0.026,True,embedding+rule
21393,high,low,,medium,0.184,False,embedding+rule
21394,low,low,,low,0.006,True,embedding+rule
21395,low,medium,,medium,0.004,False,embedding+rule
21396,low,high,,medium,0.04,False,embedding+rule
21397,low,low,,low,0.017,True,embedding+rule
21398,low,low,,low,0.002,True,embedding+rule
21399,low,high,,medium,0.003,False,embedding+rule
21400,low,high,,medium,0.152,False,embedding+rule
21401,low,low,,low,0.001,True,embedding+rule
21402,low,high,,medium,0.134,False,embedding+rule
21403,low,low,,low,0.021,True,embedding+rule
21404,low,low,,low,0.011,True,embedding+rule
21405,low,high,,medium,0.001,False,embedding+rule
21406,low,high,,medium,0.002,False,embedding+rule
21407,low,low,,low,0.009,True,embedding+rule
21408,low,high,,medium,0.006,False,embedding+rule
21409,medium,low,,low,0.169,False,embedding+rule
21410,low,low,,low,0.001,True,embedding+rule
21411,low,medium,,medium,0.02,False,embedding+rule
21412,low,low,,low,0.002,True,embedding+rule
21413,low,high,,medium,0.005,False,embedding+rule
21414,low,low,,low,0.134,True,embedding+rule
21415,low,medium,,medium,0.034,False,embedding+rule
21416,high,medium,,medium,0.302,False,embedding+rule
21417,low,low,,low,0.015,True,embedding+rule
21418,low,low,,low,0.163,True,embedding+rule
21419,medium,high,,high,0.181,False,embedding+rule
21420,low,low,,low,0.044,True,embedding+rule
21421,low,medium,,medium,0.118,False,embedding+rule
21422,low,medium,,medium,0.004,False,embedding+rule
21423,low,high,,medium,0.003,False,embedding+rule
21424,medium,high,,high,0.176,False,embedding+rule
21425,low,high,,medium,0.004,False,embedding+rule
21426,low,medium,,medium,0.001,False,embedding+rule
21427,low,medium,,medium,0.009,False,embedding+rule
21428,low,low,,low,0.009,True,embedding+rule
21429,low,high,,medium,0.031,False,embedding+rule
21430,medium,high,,high,0.172,False,embedding+rule
21431,high,high,,high,0.166,True,embedding+rule
21432,low,high,,medium,0.022,False,embedding+rule
21433,low,medium,,medium,0.001,False,embedding+rule
21434,low,high,,medium,0.002,False,embedding+rule
21435,low,low,,low,0.011,True,embedding+rule
21436,low,low,,low,0.006,True,embedding+rule
21437,low,low,,low,0.035,True,embedding+rule
21438,low,low,,low,0.077,True,embedding+rule
21439,medium,medium,,medium,0.174,True,embedding+rule
21440,low,medium,,medium,0.032,False,embedding+rule
21441,low,high,,medium,0.013,False,embedding+rule
21442,medium,medium,,medium,0.181,True,embedding+rule
21443,low,low,,low,0.013,True,embedding+rule
21444,low,low,,low,0.002,True,embedding+rule
21445,low,medium,,medium,0.005,False,embedding+rule
21446,low,high,,medium,0.117,False,embedding+rule
21447,low,medium,,medium,0.004,False,embedding+rule
21448,low,high,,medium,0.0,False,embedding+rule
21449,low,low,,low,0.138,True,embedding+rule
21450,low,medium,,medium,0.141,False,embedding+rule
21451,medium,low,,low,0.167,False,embedding+rule
21452,low,low,,low,0.005,True,embedding+rule
21453,low,low,,low,0.011,True,embedding+rule
21454,high,high,,high,0.179,True,embedding+rule
21455,low,medium,,medium,0.12,False,embedding+rule
21456,low,high,,medium,0.141,False,embedding+rule
21457,low,high,,medium,0.002,False,embedding+rule
21458,low,high,,medium,0.149,False,embedding+rule
21459,medium,high,,high,0.225,False,embedding+rule
21460,low,high,,medium,0.004,False,embedding+rule
21461,low,high,,medium,0.036,False,embedding+rule
21462,medium,high,,high,0.163,False,embedding+rule
21463,low,high,,medium,0.01,False,embedding+rule
21464,low,low,,low,0.003,True,embedding+rule
21465,low,medium,,medium,0.008,False,embedding+rule
21466,low,high,,medium,0.011,False,embedding+rule
21467,low,high,,medium,0.129,False,embedding+rule
21468,low,high,,medium,0.006,False,embedding+rule
21469,low,medium,,medium,0.004,False,embedding+rule
21470,low,low,,low,0.007,True,embedding+rule
21471,low,medium,,medium,0.036,False,embedding+rule
21472,low,low,,low,0.017,True,embedding+rule
21473,low,medium,,medium,0.013,False,embedding+rule
21474,low,high,,medium,0.009,False,embedding+rule
21475,low,high,,medium,0.006,False,embedding+rule
21476,low,high,,medium,0.004,False,embedding+rule
21477,low,medium,,medium,0.085,False,embedding+rule
21478,low,low,,low,0.009,True,embedding+rule
21479,low,low,,low,0.006,True,embedding+rule
21480,low,medium,,medium,0.005,False,embedding+rule
21481,low,high,,medium,0.004,False,embedding+rule
21482,low,medium,,medium,0.143,False,embedding+rule
21483,low,low,,low,0.004,True,embedding+rule
21484,low,high,,medium,0.012,False,embedding+rule
21485,low,low,,low,0.157,True,embedding+rule
21486,low,high,,medium,0.002,False,embedding+rule
21487,low,high,,medium,0.145,False,embedding+rule
21488,medium,high,,high,0.163,False,embedding+rule
21489,low,low,,low,0.006,True,embedding+rule
21490,low,low,,low,0.009,True,embedding+rule
21491,low,high,,medium,0.031,False,embedding+rule
21492,low,high,,medium,0.009,False,embedding+rule
21493,low,low,,low,0.049,True,embedding+rule
21494,low,low,,low,0.004,True,embedding+rule
21495,low,high,,medium,0.009,False,embedding+rule
21496,low,low,,low,0.009,True,embedding+rule
21497,low,low,,low,0.021,True,embedding+rule
21498,low,low,,low,0.004,True,embedding+rule
21499,low,low,,low,0.002,True,embedding+rule
21500,low,low,,low,0.025,True,embedding+rule
21501,medium,medium,,medium,0.246,True,embedding+rule
21502,low,medium,,medium,0.148,False,embedding+rule
21503,low,medium,,medium,0.006,False,embedding+rule
21504,low,low,,low,0.018,True,embedding+rule
21505,low,low,,low,0.106,True,embedding+rule
21506,low,low,,low,0.003,True,embedding+rule
21507,low,high,,medium,0.001,False,embedding+rule
21508,low,medium,,medium,0.009,False,embedding+rule
21509,low,medium,,medium,0.002,False,embedding+rule
21510,low,low,,low,0.004,True,embedding+rule
21511,medium,high,,high,0.168,False,embedding+rule
21512,low,medium,,medium,0.005,False,embedding+rule
21513,low,low,,low,0.004,True,embedding+rule
21514,low,low,,low,0.011,True,embedding+rule
21515,low,low,,low,0.149,True,embedding+rule
21516,low,low,,low,0.002,True,embedding+rule
21517,low,medium,,medium,0.135,False,embedding+rule
21518,low,high,,medium,0.136,False,embedding+rule
21519,low,low,,low,0.019,True,embedding+rule
21520,low,high,,medium,0.14,False,embedding+rule
21521,low,medium,,medium,0.119,False,embedding+rule
21522,low,high,,medium,0.14,False,embedding+rule
21523,low,medium,,medium,0.002,False,embedding+rule
21524,low,medium,,medium,0.001,False,embedding+rule
21525,high,medium,,medium,0.176,False,embedding+rule
21526,medium,low,,low,0.158,False,embedding+rule
21527,low,medium,,medium,0.003,False,embedding+rule
21528,medium,high,,high,0.16,False,embedding+rule
21529,medium,medium,,medium,0.185,True,embedding+rule
21530,medium,medium,,medium,0.177,True,embedding+rule
21531,low,medium,,medium,0.004,False,embedding+rule
21532,medium,low,,low,0.162,False,embedding+rule
21533,low,low,,low,0.013,True,embedding+rule
21534,low,medium,,medium,0.006,False,embedding+rule
21535,low,high,,medium,0.011,False,embedding+rule
21536,low,low,,low,0.002,True,embedding+rule
21537,low,medium,,medium,0.114,False,embedding+rule
21538,low,low,,low,0.006,True,embedding+rule
21539,low,high,,medium,0.001,False,embedding+rule
21540,low,high,,medium,0.002,False,embedding+rule
21541,low,high,,medium,0.015,False,embedding+rule
21542,low,medium,,medium,0.005,False,embedding+rule
21543,low,low,,low,0.028,True,embedding+rule
21544,low,high,,medium,0.004,False,embedding+rule
21545,low,medium,,medium,0.005,False,embedding+rule
21546,medium,medium,,medium,0.223,True,embedding+rule
21547,low,high,,medium,0.008,False,embedding+rule
