post_id,risk_level,confidence
17010,low,0.9922
17011,medium,0.9754
17012,medium,0.6721
17013,low,0.3965
17014,medium,0.9844
17015,low,0.8783
17016,medium,0.9666
17017,medium,0.9057
17018,medium,0.9964
17019,medium,0.9798
17020,medium,0.9898
17021,low,0.9981
17022,medium,0.9922
17023,low,0.9966
17024,low,0.9368
17025,low,0.9919
17026,medium,0.9904
17027,medium,0.8721
17028,medium,0.9763
17029,low,0.9953
17030,medium,0.7224
17031,low,0.9986
17032,medium,0.9829
17033,medium,0.9888
17034,medium,0.9952
17035,low,0.9693
17036,medium,0.9326
17037,medium,0.7459
17038,medium,0.9386
17039,medium,0.9928
17040,medium,0.9877
17041,medium,0.9129
17042,medium,0.995
17043,medium,0.9947
17044,low,0.9869
17045,medium,0.9847
17046,low,0.6754
17047,medium,0.9801
17048,low,0.9614
17049,medium,0.7374
17050,low,0.9988
17051,low,0.9961
17052,medium,0.9828
17053,low,0.9983
17054,medium,0.9166
17055,medium,0.8111
17056,low,0.9951
17057,medium,0.9265
17058,medium,0.5362
17059,medium,0.9629
17060,low,0.9708
17061,medium,0.9898
17062,low,0.998
17063,low,0.9951
17064,medium,0.9939
17065,medium,0.9853
17066,medium,0.9925
17067,low,0.9916
17068,low,0.9982
17069,medium,0.9799
17070,low,0.9959
17071,low,0.9987
17072,medium,0.98
17073,low,0.9922
17074,medium,0.9958
17075,low,0.9974
17076,medium,0.9774
17077,low,0.9988
17078,medium,0.9842
17079,medium,0.9962
17080,medium,0.9716
17081,medium,0.9886
17082,low,0.9986
17083,medium,0.9691
17084,medium,0.939
17085,medium,0.962
17086,medium,0.9617
17087,low,0.9731
17088,low,0.9209
17089,medium,0.9934
17090,medium,0.9922
17091,medium,0.9693
17092,medium,0.9788
17093,medium,0.9726
17094,low,0.9947
17095,medium,0.9592
17096,low,0.6964
17097,medium,0.9889
17098,low,0.9961
17099,low,0.8424
17100,medium,0.9911
17101,high,0.9562
17102,medium,0.9893
17103,low,0.9957
17104,low,0.9955
17105,medium,0.9874
17106,low,0.9658
17107,low,0.9985
17108,low,0.9964
17109,medium,0.9778
17110,medium,0.9383
17111,low,0.9875
17112,medium,0.9962
17113,medium,0.9963
17114,low,0.9956
17115,medium,0.9605
17116,medium,0.9133
17117,low,0.6951
17118,medium,0.9545
17119,medium,0.9695
17120,low,0.9964
17121,low,0.7961
17122,medium,0.9643
17123,medium,0.993
17124,medium,0.9822
17125,medium,0.996
17126,low,0.9026
17127,medium,0.8881
17128,high,0.9263
17129,medium,0.9878
17130,medium,0.996
17131,low,0.9974
17132,medium,0.9962
17133,medium,0.9923
17134,medium,0.972
17135,medium,0.9666
17136,low,0.998
17137,medium,0.9869
17138,medium,0.9047
17139,medium,0.9017
17140,medium,0.8022
17141,medium,0.9937
17142,medium,0.994
17143,medium,0.9961
17144,low,0.9576
17145,medium,0.8515
17146,high,0.7705
17147,low,0.9612
17148,medium,0.9953
17149,medium,0.9835
17150,medium,0.9898
17151,medium,0.9897
17152,medium,0.9947
17153,medium,0.891
17154,low,0.9967
17155,medium,0.834
17156,medium,0.9334
17157,medium,0.9282
17158,medium,0.8563
17159,medium,0.9887
17160,low,0.9976
17161,medium,0.974
17162,medium,0.9743
17163,medium,0.9962
17164,low,0.9977
17165,low,0.997
17166,low,0.9982
17167,medium,0.9937
17168,medium,0.9407
17169,low,0.9979
17170,low,0.9901
17171,medium,0.9915
17172,low,0.9939
17173,low,0.9972
17174,medium,0.8538
17175,medium,0.9512
17176,low,0.9965
17177,medium,0.9866
17178,low,0.9918
17179,medium,0.9734
17180,low,0.994
17181,medium,0.9899
17182,medium,0.9839
17183,medium,0.993
17184,low,0.946
17185,low,0.925
17186,medium,0.9471
17187,low,0.9949
17188,low,0.9968
17189,low,0.7181
17190,medium,0.9909
17191,low,0.9974
17192,medium,0.979
17193,medium,0.9526
17194,medium,0.9937
17195,low,0.9979
17196,medium,0.9831
17197,medium,0.9697
17198,high,0.6349
17199,medium,0.9888
17200,low,0.9784
17201,medium,0.5933
17202,medium,0.8807
17203,medium,0.9951
17204,low,0.9924
17205,medium,0.9678
17206,low,0.9963
17207,medium,0.7037
17208,low,0.948
17209,medium,0.9825
17210,medium,0.72
17211,low,0.9661
17212,medium,0.9784
17213,medium,0.9926
17214,medium,0.9928
17215,low,0.9979
17216,medium,0.9673
17217,medium,0.9797
17218,medium,0.9936
17219,low,0.9821
17220,low,0.7742
17221,medium,0.994
17222,medium,0.9834
17223,medium,0.8633
17224,low,0.6276
17225,low,0.9956
17226,low,0.9985
17227,medium,0.9952
17228,medium,0.9963
17229,medium,0.9915
17230,low,0.9978
17231,medium,0.9596
17232,medium,0.9853
17233,medium,0.9962
17234,low,0.9984
17235,low,0.9962
17236,medium,0.7546
17237,low,0.9987
17238,medium,0.9691
17239,medium,0.9867
17240,medium,0.9915
17241,medium,0.9842
17242,medium,0.9193
17243,medium,0.9952
17244,medium,0.9689
17245,low,0.9961
17246,medium,0.9849
17247,medium,0.8735
17248,medium,0.9866
17249,low,0.9978
17250,low,0.9984
17251,low,0.9986
17252,medium,0.9919
17253,low,0.9969
17254,low,0.9986
17255,low,0.9981
17256,medium,0.9956
17257,high,0.8407
17258,low,0.974
17259,medium,0.9786
17260,low,0.9886
17261,medium,0.9078
17262,medium,0.9959
17263,medium,0.9146
17264,low,0.9304
17265,low,0.9957
17266,medium,0.9904
17267,medium,0.9793
17268,medium,0.8346
17269,medium,0.9762
17270,medium,0.9787
17271,medium,0.9956
17272,low,0.9975
17273,low,0.9907
17274,low,0.9976
17275,low,0.9966
17276,medium,0.9965
17277,medium,0.9928
17278,medium,0.7343
17279,low,0.9964
17280,low,0.9985
17281,medium,0.9944
17282,medium,0.9387
17283,medium,0.993
17284,high,0.8256
17285,medium,0.9962
17286,medium,0.9809
17287,medium,0.9778
17288,high,0.498
17289,medium,0.9909
17290,medium,0.9018
17291,low,0.9988
17292,low,0.9975
17293,low,0.9923
17294,low,0.9077
17295,medium,0.9765
17296,medium,0.9963
17297,low,0.898
17298,medium,0.9949
17299,medium,0.9925
17300,medium,0.9889
17301,medium,0.6941
17302,low,0.9474
17303,low,0.9974
17304,low,0.9871
17305,medium,0.9817
17306,low,0.9568
17307,low,0.992
17308,medium,0.9903
17309,medium,0.996
17310,low,0.6831
17311,medium,0.9698
17312,medium,0.993
17313,low,0.9983
17314,low,0.9989
17315,high,0.5031
17316,medium,0.9719
17317,medium,0.9896
17318,high,0.8283
17319,medium,0.9962
17320,low,0.9959
17321,low,0.9962
17322,medium,0.993
17323,medium,0.9946
17324,medium,0.9919
17325,medium,0.9922
17326,medium,0.9719
17327,low,0.9983
17328,low,0.9735
17329,medium,0.8084
17330,medium,0.9867
17331,medium,0.9921
17332,low,0.9956
17333,low,0.998
17334,medium,0.5302
17335,medium,0.9912
17336,low,0.9915
17337,medium,0.9793
17338,medium,0.986
17339,low,0.9963
17340,medium,0.9922
17341,medium,0.9352
17342,medium,0.9665
17343,medium,0.9915
17344,medium,0.9923
17345,medium,0.8958
17346,low,0.9987
17347,medium,0.9952
17348,medium,0.9456
17349,low,0.9965
17350,medium,0.9907
17351,medium,0.9722
17352,low,0.9463
17353,low,0.978
17354,low,0.9984
17355,low,0.9983
17356,low,0.9988
17357,low,0.9984
17358,low,0.9982
17359,medium,0.9826
17360,medium,0.9924
17361,high,0.804
17362,medium,0.9839
17363,medium,0.9909
17364,low,0.9985
17365,high,0.957
17366,low,0.8806
17367,low,0.9901
17368,medium,0.9921
17369,medium,0.9638
17370,low,0.9145
17371,medium,0.9951
17372,medium,0.9678
17373,low,0.8888
17374,low,0.9987
17375,medium,0.9906
17376,medium,0.9936
17377,medium,0.9596
17378,low,0.9837
17379,low,0.9959
17380,medium,0.9854
17381,medium,0.8244
17382,low,0.9981
17383,low,0.9985
17384,medium,0.9961
17385,medium,0.9953
17386,medium,0.989
17387,low,0.9944
17388,medium,0.9966
17389,low,0.87
17390,low,0.9959
17391,low,0.9912
17392,low,0.9797
17393,medium,0.6909
17394,low,0.7245
17395,medium,0.7294
17396,low,0.9735
17397,low,0.9944
17398,medium,0.8111
17399,medium,0.995
17400,medium,0.9884
17401,medium,0.911
17402,medium,0.9287
17403,medium,0.9754
17404,medium,0.6267
17405,medium,0.9899
17406,high,0.6916
17407,medium,0.9932
17408,medium,0.995
17409,low,0.9972
17410,high,0.8088
17411,low,0.9986
17412,low,0.5261
17413,low,0.9873
17414,medium,0.9917
17415,low,0.8522
17416,low,0.9987
17417,low,0.9941
17418,medium,0.966
17419,medium,0.9928
17420,medium,0.9877
17421,medium,0.9875
17422,medium,0.9968
17423,medium,0.9956
17424,medium,0.9647
17425,medium,0.9873
17426,medium,0.9834
17427,medium,0.9946
17428,low,0.9638
17429,low,0.9978
17430,medium,0.9864
17431,medium,0.9813
17432,low,0.9596
17433,medium,0.9853
17434,low,0.9957
17435,low,0.9965
17436,low,0.9072
17437,medium,0.9907
17438,low,0.9984
17439,medium,0.8363
17440,medium,0.796
17441,low,0.9783
17442,low,0.9985
17443,high,0.8756
17444,medium,0.9085
17445,medium,0.9958
17446,medium,0.9913
17447,medium,0.5979
17448,medium,0.9414
17449,medium,0.9641
17450,low,0.9617
17451,low,0.9977
17452,medium,0.9902
17453,medium,0.9532
17454,medium,0.9298
17455,low,0.9635
17456,medium,0.9459
17457,low,0.8815
17458,medium,0.9305
17459,medium,0.9568
17460,low,0.8892
17461,low,0.9889
17462,low,0.9982
17463,medium,0.9879
17464,medium,0.996
17465,low,0.9981
17466,medium,0.9942
17467,medium,0.9943
17468,medium,0.7464
17469,medium,0.9742
17470,medium,0.8648
17471,medium,0.9904
17472,low,0.994
17473,medium,0.986
17474,low,0.9519
17475,low,0.995
17476,medium,0.9881
17477,medium,0.9345
17478,low,0.9958
17479,low,0.8465
17480,medium,0.9914
17481,low,0.9986
17482,low,0.9968
17483,low,0.8877
17484,medium,0.9788
17485,low,0.9962
17486,medium,0.982
17487,medium,0.9681
17488,medium,0.9788
17489,low,0.9988
17490,low,0.9962
17491,medium,0.9863
17492,medium,0.9906
17493,medium,0.9758
17494,low,0.9982
17495,medium,0.9813
17496,medium,0.9722
17497,medium,0.9791
17498,medium,0.9929
17499,medium,0.964
17500,medium,0.9597
17501,medium,0.9855
17502,low,0.9765
17503,low,0.9797
17504,medium,0.8673
17505,medium,0.985
17506,low,0.98
17507,medium,0.9939
17508,low,0.9958
17509,medium,0.9614
17510,low,0.9988
17511,medium,0.9825
17512,medium,0.9832
17513,medium,0.993
17514,medium,0.9197
17515,medium,0.7115
17516,low,0.9978
17517,high,0.7832
17518,medium,0.9953
17519,medium,0.9943
17520,medium,0.9963
17521,high,0.8445
17522,low,0.9954
17523,low,0.9899
17524,medium,0.9958
17525,low,0.9981
17526,low,0.8583
17527,medium,0.6024
17528,low,0.94
17529,low,0.9816
17530,low,0.9986
17531,medium,0.891
17532,medium,0.9655
17533,medium,0.9855
17534,low,0.9978
17535,low,0.9976
17536,medium,0.9496
17537,low,0.9928
17538,low,0.9949
17539,medium,0.7536
17540,low,0.9877
17541,medium,0.9834
17542,medium,0.9794
17543,low,0.9965
17544,medium,0.9671
17545,high,0.8727
17546,medium,0.9963
17547,medium,0.9957
17548,low,0.9628
17549,medium,0.9716
17550,medium,0.9915
17551,low,0.9977
17552,low,0.9985
17553,low,0.6266
17554,medium,0.9911
17555,low,0.995
17556,medium,0.9961
17557,medium,0.6362
17558,medium,0.8665
17559,medium,0.847
17560,low,0.9982
17561,low,0.8714
17562,medium,0.9721
17563,low,0.9972
17564,low,0.9969
17565,low,0.9684
17566,medium,0.9961
17567,medium,0.9882
17568,low,0.9856
17569,medium,0.9458
17570,high,0.592
17571,medium,0.9954
17572,low,0.9965
17573,medium,0.9118
17574,medium,0.9957
17575,medium,0.988
17576,medium,0.9962
17577,medium,0.9948
17578,low,0.9975
17579,low,0.9327
17580,medium,0.9891
17581,medium,0.9319
17582,low,0.9923
17583,medium,0.9951
17584,low,0.9956
17585,low,0.669
17586,medium,0.9707
17587,low,0.9761
17588,medium,0.9957
17589,high,0.8051
17590,medium,0.9579
17591,high,0.7547
17592,low,0.9975
17593,low,0.9987
17594,medium,0.9071
17595,medium,0.7464
17596,medium,0.9961
17597,low,0.9981
17598,low,0.8466
17599,high,0.8594
17600,high,0.9342
17601,medium,0.9915
17602,low,0.991
17603,low,0.9766
17604,medium,0.9946
17605,medium,0.9882
17606,low,0.98
17607,low,0.9314
17608,low,0.9927
17609,medium,0.9733
17610,medium,0.9958
17611,medium,0.9894
17612,medium,0.9785
17613,low,0.9872
17614,low,0.9986
17615,medium,0.9865
17616,high,0.959
17617,medium,0.9955
17618,medium,0.9706
17619,medium,0.9947
17620,low,0.9636
17621,low,0.9878
17622,low,0.9935
17623,medium,0.5083
17624,medium,0.9926
17625,medium,0.968
17626,low,0.9869
17627,medium,0.9772
17628,medium,0.993
17629,low,0.9921
17630,low,0.9986
17631,low,0.9985
17632,medium,0.9952
17633,medium,0.993
17634,medium,0.9876
17635,medium,0.9837
17636,medium,0.7067
17637,medium,0.781
17638,low,0.9878
17639,medium,0.9548
17640,medium,0.9815
17641,medium,0.9856
17642,medium,0.9429
17643,medium,0.935
17644,low,0.9983
17645,low,0.9082
17646,medium,0.7118
17647,medium,0.9962
17648,medium,0.9892
17649,medium,0.5164
17650,medium,0.9933
17651,medium,0.9964
17652,low,0.9974
17653,low,0.995
17654,low,0.9983
17655,medium,0.9731
17656,low,0.9983
17657,low,0.9983
17658,medium,0.9905
17659,medium,0.9085
17660,high,0.6891
17661,medium,0.975
17662,low,0.9985
17663,medium,0.9855
17664,medium,0.9959
17665,medium,0.8198
17666,medium,0.9723
17667,medium,0.9864
17668,high,0.8379
17669,medium,0.9936
17670,low,0.9987
17671,low,0.9913
17672,medium,0.9703
17673,high,0.8043
17674,low,0.9418
17675,low,0.9356
17676,medium,0.9953
17677,medium,0.9936
17678,medium,0.9945
17679,medium,0.9947
17680,low,0.9855
17681,medium,0.9952
17682,medium,0.9899
17683,medium,0.9878
17684,low,0.9986
17685,low,0.9762
17686,low,0.9347
17687,low,0.9924
17688,low,0.9935
17689,medium,0.882
17690,low,0.9959
17691,low,0.5966
17692,low,0.9986
17693,low,0.9986
17694,medium,0.7371
17695,low,0.9961
17696,medium,0.8767
17697,low,0.9959
17698,low,0.9827
17699,medium,0.9782
17700,medium,0.9653
17701,medium,0.9776
17702,medium,0.9929
17703,medium,0.9723
17704,medium,0.9532
17705,medium,0.9947
17706,low,0.9981
17707,medium,0.9964
17708,medium,0.5853
17709,medium,0.99
17710,medium,0.9045
17711,medium,0.536
17712,low,0.9856
17713,medium,0.9697
17714,medium,0.6431
17715,medium,0.9929
17716,medium,0.9814
17717,medium,0.9803
17718,medium,0.9969
17719,low,0.9973
17720,low,0.9986
17721,medium,0.9905
17722,low,0.9944
17723,medium,0.995
17724,medium,0.9963
17725,medium,0.991
17726,medium,0.9195
17727,medium,0.71
17728,low,0.9976
17729,medium,0.9885
17730,low,0.9921
17731,medium,0.9921
17732,medium,0.9954
17733,medium,0.9884
17734,low,0.9963
17735,medium,0.99
17736,low,0.8706
17737,low,0.9699
17738,low,0.9976
17739,low,0.9985
17740,low,0.9979
17741,medium,0.9894
17742,low,0.9612
17743,medium,0.9689
17744,medium,0.9946
17745,medium,0.9622
17746,medium,0.996
17747,low,0.9944
17748,low,0.9928
17749,medium,0.9966
17750,medium,0.8633
17751,high,0.6419
17752,low,0.9925
17753,low,0.9774
17754,medium,0.9958
17755,low,0.9986
17756,medium,0.993
17757,low,0.9986
17758,low,0.9969
17759,low,0.9913
17760,medium,0.9952
17761,medium,0.9966
17762,medium,0.9527
17763,low,0.9903
17764,medium,0.9927
17765,medium,0.9736
17766,medium,0.9967
17767,low,0.9869
17768,medium,0.9962
17769,low,0.9981
17770,medium,0.9589
17771,low,0.9942
17772,medium,0.9926
17773,medium,0.9849
17774,medium,0.6163
17775,medium,0.9715
17776,medium,0.9864
17777,high,0.8327
17778,low,0.9969
17779,medium,0.9794
17780,low,0.9949
17781,low,0.9974
17782,medium,0.8582
17783,medium,0.9538
17784,low,0.9215
17785,low,0.9976
17786,medium,0.9814
17787,medium,0.995
17788,medium,0.9721
17789,low,0.9986
17790,medium,0.9433
17791,medium,0.897
17792,medium,0.967
17793,medium,0.9914
17794,medium,0.9887
17795,medium,0.9865
17796,medium,0.9903
17797,medium,0.9857
17798,medium,0.9952
17799,medium,0.8148
17800,medium,0.9708
17801,medium,0.9917
17802,low,0.9907
17803,medium,0.986
17804,medium,0.8329
17805,low,0.9982
17806,low,0.998
17807,medium,0.9937
17808,low,0.998
17809,medium,0.992
17810,medium,0.9888
17811,high,0.7028
17812,medium,0.7649
17813,low,0.9955
17814,low,0.9989
17815,low,0.9549
17816,medium,0.9748
17817,low,0.9532
17818,medium,0.8499
17819,low,0.9692
17820,medium,0.9931
17821,low,0.9982
17822,low,0.9957
17823,low,0.9692
17824,medium,0.9963
17825,medium,0.9958
17826,medium,0.8326
17827,medium,0.9948
17828,medium,0.9934
17829,medium,0.8818
17830,low,0.9489
17831,medium,0.9675
17832,medium,0.9895
17833,medium,0.8239
17834,medium,0.9926
17835,medium,0.9735
17836,medium,0.9555
17837,medium,0.9917
17838,medium,0.9752
17839,medium,0.9688
17840,medium,0.9383
17841,medium,0.9954
17842,medium,0.9881
17843,medium,0.874
17844,medium,0.9939
17845,low,0.9975
17846,medium,0.9677
17847,medium,0.976
17848,medium,0.8616
17849,low,0.9938
17850,medium,0.9886
17851,medium,0.9573
17852,low,0.9968
17853,low,0.9866
17854,medium,0.9711
17855,medium,0.8219
17856,medium,0.9941
17857,low,0.9967
17858,medium,0.6852
17859,medium,0.9959
17861,low,0.9889
17862,medium,0.995
17863,medium,0.9964
17864,medium,0.9892
17865,medium,0.9961
17866,medium,0.9875
17867,medium,0.9941
17868,medium,0.9899
17869,medium,0.9929
17870,low,0.9917
17871,low,0.9976
17872,medium,0.8923
17873,medium,0.9835
17874,medium,0.9887
17875,medium,0.9855
17876,low,0.9965
17877,medium,0.9925
17878,medium,0.9939
17879,low,0.9973
17880,medium,0.9941
17881,medium,0.9573
17882,medium,0.9422
17883,medium,0.5643
17884,medium,0.9808
17885,medium,0.9651
17886,low,0.9429
17887,low,0.5856
17888,medium,0.9905
17889,low,0.9981
17890,low,0.9503
17891,medium,0.9965
17892,low,0.9968
17893,medium,0.8827
17894,low,0.5269
17895,medium,0.9661
17896,medium,0.9819
17897,medium,0.9904
17898,medium,0.9914
17899,low,0.9943
17900,low,0.9968
17901,medium,0.9939
17902,medium,0.9959
17903,medium,0.9951
17904,low,0.998
17905,high,0.7576
17906,low,0.9928
17907,medium,0.9909
17908,medium,0.9844
17909,medium,0.9906
17910,high,0.749
17911,low,0.9933
17912,low,0.9193
17913,low,0.9973
17914,medium,0.9529
17915,medium,0.9714
17916,medium,0.6806
17917,medium,0.9263
17918,medium,0.9839
17919,medium,0.687
17920,low,0.9935
17921,low,0.955
17922,low,0.9906
17923,medium,0.9936
17924,low,0.9729
17925,medium,0.9582
17926,high,0.8753
17927,low,0.6348
17928,high,0.939
17929,low,0.9985
17930,medium,0.5394
17931,medium,0.9965
17932,medium,0.9732
17933,medium,0.8589
17934,medium,0.9852
17935,medium,0.9829
17936,medium,0.9538
17937,medium,0.9925
17938,medium,0.9956
17939,medium,0.9942
17940,medium,0.9914
17941,medium,0.5612
17942,low,0.96
17943,medium,0.9966
17944,medium,0.95
17945,medium,0.9955
17946,medium,0.9958
17947,low,0.9987
17948,medium,0.9478
17949,low,0.9855
17950,low,0.9981
17951,medium,0.9205
17952,medium,0.9757
17953,low,0.9973
17954,medium,0.9929
17955,medium,0.9159
17956,medium,0.977
17957,low,0.9765
17958,medium,0.9929
17959,medium,0.4449
17960,low,0.6132
17961,low,0.9964
17962,medium,0.9027
17963,medium,0.9458
17964,medium,0.9898
17965,low,0.9803
17966,medium,0.9965
17967,medium,0.7732
17968,medium,0.9898
17970,high,0.5491
17971,low,0.9924
17972,medium,0.9927
17973,low,0.9985
17974,low,0.9979
17975,low,0.9974
17976,low,0.9987
17977,medium,0.9936
17978,medium,0.954
17979,medium,0.9843
17980,medium,0.9851
17981,medium,0.9928
17982,medium,0.9863
17983,medium,0.93
17984,low,0.9696
17985,medium,0.7755
17986,low,0.9927
17987,low,0.9982
17988,low,0.9776
17989,medium,0.9849
17990,medium,0.9869
17991,medium,0.9658
17992,medium,0.9928
17993,medium,0.9956
17994,low,0.9985
17995,medium,0.947
17996,low,0.9983
17997,low,0.9812
17998,medium,0.9844
17999,low,0.9738
18000,medium,0.9852
18001,medium,0.9903
18002,high,0.6286
18003,medium,0.9902
18004,medium,0.8765
18005,low,0.9435
18006,medium,0.993
18007,medium,0.9895
18008,medium,0.9874
18009,low,0.9986
18010,low,0.9831
18011,low,0.9984
18012,medium,0.9892
18013,low,0.9952
18014,low,0.9608
18015,low,0.9966
18016,medium,0.9852
18017,low,0.9987
18018,medium,0.9958
18019,medium,0.9852
18020,low,0.9947
18021,medium,0.9565
18022,low,0.9665
18023,low,0.9987
18024,medium,0.9621
18025,medium,0.956
18026,medium,0.9778
18027,low,0.996
18028,medium,0.9848
18029,low,0.9974
18030,medium,0.9832
18031,medium,0.9747
18032,medium,0.9822
18033,medium,0.9938
18034,medium,0.6479
18035,medium,0.9954
18036,medium,0.5864
18037,low,0.9447
18038,medium,0.9393
18039,low,0.9964
18040,low,0.9984
18041,low,0.9945
18042,low,0.9971
18043,low,0.997
18044,low,0.9986
18045,medium,0.9395
18046,low,0.9514
18047,low,0.9987
18048,low,0.9949
18049,low,0.9978
18050,medium,0.9964
18051,high,0.9388
18052,low,0.9934
18053,low,0.991
18054,low,0.9638
18055,low,0.996
18056,medium,0.9663
18057,medium,0.9947
18058,low,0.9854
18059,medium,0.9968
18060,low,0.9886
18061,low,0.9734
18062,low,0.9986
18063,low,0.9646
18064,medium,0.873
18065,medium,0.932
18066,medium,0.9648
18067,low,0.9979
18068,medium,0.9824
18069,low,0.9978
18070,medium,0.9628
18071,medium,0.9496
18072,medium,0.9503
18073,medium,0.7977
18074,medium,0.9818
18075,low,0.9904
18076,low,0.9722
18077,medium,0.9915
18078,low,0.9967
18079,low,0.9946
18080,medium,0.9484
18081,medium,0.9665
18082,high,0.8428
18083,medium,0.8888
18084,low,0.9976
18085,medium,0.9845
18086,medium,0.992
18087,medium,0.933
18088,low,0.5433
18089,medium,0.9895
18090,medium,0.9239
18091,low,0.9979
18092,medium,0.9794
18093,low,0.9984
18094,medium,0.9814
18095,medium,0.9938
18096,medium,0.9778
18097,low,0.9973
18098,low,0.9985
18099,medium,0.9809
18100,medium,0.9734
18101,low,0.9922
18102,medium,0.9649
18103,low,0.9665
18104,medium,0.9745
18105,medium,0.9948
18106,medium,0.9878
18107,low,0.9983
18108,low,0.9971
18109,medium,0.9963
18110,medium,0.995
18111,medium,0.8191
18112,medium,0.992
18113,medium,0.988
18114,low,0.9786
18115,medium,0.9645
18116,low,0.9854
18117,medium,0.995
18118,low,0.949
18119,medium,0.9949
18120,medium,0.9965
18121,medium,0.9159
18122,medium,0.9909
18123,medium,0.9831
18124,low,0.9981
18125,medium,0.9961
18126,low,0.9882
18127,medium,0.9696
18128,medium,0.9766
18129,medium,0.9964
18130,low,0.9975
18131,medium,0.9967
18132,medium,0.9589
18133,high,0.9551
18134,medium,0.7587
18135,low,0.9988
18136,low,0.9971
18137,high,0.7888
18138,low,0.9988
18139,low,0.9982
18140,medium,0.9892
18141,medium,0.9912
18142,low,0.5535
18143,low,0.9987
18144,low,0.9966
18145,low,0.978
18146,medium,0.9299
18147,low,0.986
18148,low,0.9978
18149,medium,0.9354
18150,medium,0.9883
18151,medium,0.9274
18152,medium,0.9396
18153,medium,0.6031
18154,low,0.9965
18155,low,0.9981
18156,medium,0.995
18157,medium,0.9895
18158,medium,0.9956
18159,medium,0.9195
18160,medium,0.9729
18161,medium,0.9859
18162,medium,0.9591
18163,medium,0.9935
18164,medium,0.9732
18165,medium,0.9217
18166,medium,0.9855
18167,medium,0.8633
18168,low,0.9867
18169,medium,0.9835
18170,medium,0.9673
18171,low,0.9828
18172,medium,0.9903
18173,medium,0.9963
18174,medium,0.9846
18175,medium,0.9885
18176,low,0.9986
18177,low,0.7488
18178,medium,0.9866
18179,medium,0.9932
18180,high,0.8786
18181,low,0.9954
18182,medium,0.8717
18183,medium,0.7697
18184,medium,0.9856
18185,medium,0.9571
18186,medium,0.9883
18187,medium,0.9749
18188,low,0.9944
18189,low,0.9899
18190,low,0.9963
18191,medium,0.9869
18192,medium,0.9809
18193,medium,0.9905
18194,low,0.9921
18195,medium,0.9759
18196,medium,0.9559
18197,medium,0.9126
18198,medium,0.9935
18199,low,0.6886
18200,medium,0.9833
18201,medium,0.9644
18202,low,0.9566
18203,medium,0.9933
18204,medium,0.6667
18205,medium,0.9847
18206,low,0.995
18207,medium,0.9968
18208,medium,0.9902
18209,medium,0.991
18210,medium,0.8522
18211,low,0.9975
18212,low,0.9928
18213,medium,0.9934
18214,low,0.9986
18215,medium,0.9916
18216,medium,0.9942
18217,medium,0.9832
18218,low,0.9986
18219,medium,0.9543
18220,medium,0.9925
18221,low,0.9984
18222,medium,0.9842
18223,medium,0.9937
18224,medium,0.9484
18225,medium,0.9931
18226,low,0.9973
18227,low,0.9952
18228,low,0.9943
18229,low,0.7827
18230,medium,0.9742
18231,medium,0.9933
18232,low,0.9967
18233,low,0.9976
18234,low,0.9968
18235,medium,0.9111
18236,medium,0.9952
18237,medium,0.9855
18238,low,0.8851
18239,medium,0.6995
18240,low,0.9988
18241,medium,0.9899
18242,medium,0.9366
18243,low,0.9985
18244,medium,0.9668
18245,medium,0.8447
18246,low,0.9958
18247,low,0.9941
18248,low,0.9786
18249,medium,0.964
18250,medium,0.9964
18251,low,0.9977
18252,low,0.9925
18253,low,0.9973
18254,low,0.9397
18255,medium,0.9755
18256,low,0.9949
18257,low,0.9775
18258,high,0.6331
18259,low,0.9983
18260,medium,0.9808
18261,medium,0.9904
18262,medium,0.9931
18263,low,0.9986
18264,medium,0.9942
18265,medium,0.8777
18266,low,0.9985
18267,low,0.8202
18268,medium,0.9795
18269,low,0.9986
18270,low,0.9983
18271,low,0.95
18272,medium,0.9882
18273,medium,0.9924
18274,medium,0.9543
18275,medium,0.9663
18276,low,0.9546
18277,low,0.7748
18278,low,0.5825
18279,medium,0.9952
18280,low,0.9654
18281,medium,0.5072
18282,low,0.9966
18283,medium,0.9962
18284,low,0.9987
18285,low,0.9979
18286,high,0.9263
18287,medium,0.9469
18288,low,0.9972
18289,low,0.9975
18290,medium,0.9868
18291,medium,0.5556
18292,low,0.992
18293,medium,0.9907
18294,medium,0.9816
18295,low,0.9981
18296,medium,0.9058
18297,low,0.9984
18298,medium,0.9929
18299,medium,0.8909
18300,medium,0.9941
18301,low,0.9959
18302,high,0.8559
18303,low,0.9739
18304,medium,0.9953
18305,medium,0.9479
18306,medium,0.9929
18307,low,0.9986
18308,low,0.9984
18309,low,0.9977
18310,medium,0.6026
18311,medium,0.9856
18312,low,0.9978
18313,medium,0.9918
18314,low,0.653
18315,low,0.9177
18316,high,0.5772
18317,medium,0.9773
18318,medium,0.4917
18319,medium,0.9881
18320,low,0.9983
18321,low,0.9906
18322,medium,0.9766
18323,medium,0.9947
18324,low,0.9944
18325,low,0.7375
18326,low,0.7301
18327,low,0.9746
18328,medium,0.9755
18329,medium,0.9582
18330,medium,0.9647
18331,medium,0.99
18332,low,0.9947
18333,low,0.9962
18334,medium,0.9789
18335,medium,0.9932
18336,medium,0.9929
18337,low,0.9981
18338,low,0.9695
18339,medium,0.989
18340,low,0.9978
18341,medium,0.9841
18342,high,0.8959
18343,medium,0.9281
